/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_02175_04.jpg 1 0 0 94 117
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_01313_02.jpg 1 0 0 166 179
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_01369_03.jpg 1 0 0 145 234
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_01307_03.jpg 1 0 0 153 183
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_01333_02.jpg 1 0 0 283 291
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_02179_04.jpg 1 0 0 115 122
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_01341_08.jpg 1 0 0 131 193
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_01301_02.jpg 1 0 0 546 332
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_02157_02.jpg 1 0 0 78 94
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_02145_01.jpg 1 0 0 309 208
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_01371_05.jpg 1 0 0 194 254
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_01297_04.jpg 1 0 0 415 309
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_00094_02.jpg 1 0 0 76 99
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_02175_02.jpg 1 0 0 180 140
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_01365_01.jpg 1 0 0 385 404
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_01341_07.jpg 1 0 0 462 390
/home/goddess/workspace/data/ADAS_DEMO/Pos/sidedriver/ADAS_01303_01.jpg 1 0 0 603 344
